k,question_index,num_tokens,truncated
43,38,4326,False
43,39,4416,False
43,40,3800,False
43,41,2896,False
43,42,2893,False
43,43,2919,False
43,44,2927,False
43,45,4319,False
44,0,4343,False
44,1,4420,False
44,2,4409,False
44,3,4324,False
44,4,4410,False
44,5,5101,False
44,6,5067,False
44,7,3036,False
44,8,2971,False
44,9,4340,False
44,10,4346,False
44,11,4450,False
44,12,4894,False
44,13,4758,False
44,14,7028,False
44,15,2953,False
44,16,4932,False
44,17,4539,False
44,18,4932,False
44,19,4487,False
44,20,4469,False
44,21,4490,False
44,22,4352,False
44,23,4266,False
44,24,2812,False
44,25,4483,False
44,26,4391,False
44,27,4437,False
44,28,4486,False
44,29,4566,False
44,30,2905,False
44,31,4781,False
44,32,4498,False
44,33,4379,False
44,34,4366,False
44,35,4354,False
44,36,4964,False
44,37,4382,False
44,38,4416,False
44,39,4508,False
44,40,3886,False
44,41,2993,False
44,42,2992,False
44,43,3019,False
44,44,3030,False
44,45,4401,False
45,0,4431,False
45,1,4510,False
45,2,4499,False
45,3,4410,False
45,4,4500,False
45,5,5211,False
45,6,5177,False
45,7,3127,False
45,8,3067,False
45,9,4430,False
45,10,4432,False
45,11,4540,False
45,12,4985,False
45,13,4851,False
45,14,7177,False
45,15,3043,False
45,16,5034,False
45,17,4628,False
45,18,5045,False
45,19,4579,False
45,20,4561,False
45,21,4590,False
45,22,4434,False
45,23,4355,False
45,24,2866,False
45,25,4575,False
45,26,4475,False
45,27,4527,False
45,28,4578,False
45,29,4668,False
45,30,2993,False
45,31,4874,False
45,32,4590,False
45,33,4469,False
45,34,4451,False
45,35,4441,False
45,36,5060,False
45,37,4475,False
45,38,4505,False
45,39,4600,False
45,40,3972,False
45,41,3094,False
45,42,3090,False
45,43,3116,False
45,44,3132,False
45,45,4494,False
46,0,4517,False
46,1,4599,False
46,2,4589,False
46,3,4495,False
46,4,4589,False
46,5,5315,False
46,6,5276,False
46,7,3212,False
46,8,3167,False
46,9,4508,False
46,10,4518,False
46,11,4630,False
46,12,5080,False
46,13,4959,False
46,14,7325,False
46,15,3130,False
46,16,5133,False
46,17,4713,False
46,18,5147,False
46,19,4671,False
46,20,4653,False
46,21,4693,False
46,22,4521,False
46,23,4449,False
46,24,2920,False
46,25,4667,False
46,26,4567,False
46,27,4619,False
46,28,4670,False
46,29,4760,False
46,30,3082,False
46,31,4970,False
46,32,4688,False
46,33,4556,False
46,34,4539,False
46,35,4530,False
46,36,5162,False
46,37,4564,False
46,38,4595,False
46,39,4692,False
46,40,4026,False
46,41,3197,False
46,42,3187,False
46,43,3223,False
46,44,3234,False
46,45,4591,False
47,0,4598,False
47,1,4689,False
47,2,4679,False
47,3,4582,False
47,4,4679,False
47,5,5412,False
47,6,5383,False
47,7,3311,False
47,8,3262,False
47,9,4602,False
47,10,4606,False
47,11,4722,False
47,12,5177,False
47,13,5050,False
47,14,7476,False
47,15,3211,False
47,16,5228,False
47,17,4801,False
47,18,5253,False
47,19,4763,False
47,20,4743,False
47,21,4794,False
47,22,4616,False
47,23,4549,False
47,24,2973,False
47,25,4759,False
47,26,4644,False
47,27,4711,False
47,28,4762,False
47,29,4855,False
47,30,3170,False
47,31,5062,False
47,32,4773,False
47,33,4654,False
47,34,4627,False
47,35,4619,False
47,36,5251,False
47,37,4653,False
47,38,4685,False
47,39,4784,False
47,40,4110,False
47,41,3295,False
47,42,3279,False
47,43,3319,False
47,44,3325,False
47,45,4679,False
48,0,4696,False
48,1,4779,False
48,2,4769,False
48,3,4670,False
48,4,4769,False
48,5,5501,False
48,6,5484,False
48,7,3412,False
48,8,3355,False
48,9,4699,False
48,10,4696,False
48,11,4812,False
48,12,5282,False
48,13,5146,False
48,14,7625,False
48,15,3303,False
48,16,5332,False
48,17,4897,False
48,18,5360,False
48,19,4855,False
48,20,4833,False
48,21,4879,False
48,22,4709,False
48,23,4632,False
48,24,3027,False
48,25,4851,False
48,26,4731,False
48,27,4803,False
48,28,4854,False
48,29,4949,False
48,30,3259,False
48,31,5154,False
48,32,4857,False
48,33,4741,False
48,34,4718,False
48,35,4707,False
48,36,5354,False
48,37,4742,False
48,38,4775,False
48,39,4876,False
48,40,4197,False
48,41,3380,False
48,42,3387,False
48,43,3422,False
48,44,3432,False
48,45,4778,False
49,0,4775,False
49,1,4869,False
49,2,4859,False
49,3,4757,False
49,4,4859,False
49,5,5611,False
49,6,5588,False
49,7,3512,False
49,8,3456,False
49,9,4791,False
49,10,4787,False
49,11,4902,False
49,12,5386,False
49,13,5242,False
49,14,7774,False
49,15,3385,False
49,16,5441,False
49,17,4981,False
49,18,5464,False
49,19,4947,False
49,20,4925,False
49,21,4964,False
49,22,4793,False
49,23,4735,False
49,24,3081,False
49,25,4940,False
49,26,4816,False
49,27,4895,False
49,28,4946,False
49,29,5044,False
49,30,3346,False
49,31,5256,False
49,32,4955,False
49,33,4824,False
49,34,4805,False
49,35,4798,False
49,36,5456,False
49,37,4831,False
49,38,4865,False
49,39,4968,False
49,40,4251,False
49,41,3483,False
49,42,3485,False
49,43,3510,False
49,44,3520,False
49,45,4860,False
50,0,4873,False
50,1,4959,False
50,2,4949,False
50,3,4847,False
50,4,4948,False
50,5,5713,False
50,6,5689,False
50,7,3602,False
50,8,3550,False
50,9,4870,False
50,10,4875,False
50,11,4994,False
50,12,5490,False
50,13,5340,False
50,14,7923,False
50,15,3475,False
50,16,5539,False
50,17,5073,False
50,18,5572,False
50,19,5039,False
50,20,5017,False
50,21,5055,False
50,22,4890,False
50,23,4836,False
50,24,3135,False
50,25,5032,False
50,26,4898,False
50,27,4985,False
50,28,5038,False
50,29,5139,False
50,30,3437,False
50,31,5347,False
50,32,5034,False
50,33,4911,False
50,34,4896,False
50,35,4887,False
50,36,5560,False
50,37,4932,False
50,38,4955,False
50,39,5059,False
50,40,4340,False
50,41,3575,False
50,42,3573,False
50,43,3613,False
50,44,3620,False
50,45,4940,False
51,0,4953,False
51,1,5049,False
51,2,5038,False
51,3,4932,False
51,4,5038,False
51,5,5820,False
51,6,5797,False
51,7,3693,False
51,8,3644,False
51,9,4971,False
51,10,4964,False
51,11,5084,False
51,12,5584,False
51,13,5442,False
51,14,8072,False
51,15,3568,False
51,16,5643,False
51,17,5174,False
51,18,5677,False
51,19,5131,False
51,20,5109,False
51,21,5143,False
51,22,4973,False
51,23,4921,False
51,24,3187,False
51,25,5122,False
51,26,4992,False
51,27,5075,False
51,28,5130,False
51,29,5232,False
51,30,3523,False
51,31,5439,False
51,32,5132,False
51,33,4993,False
51,34,4984,False
51,35,4979,False
51,36,5656,False
51,37,5015,False
51,38,5045,False
51,39,5151,False
51,40,4432,False
51,41,3666,False
51,42,3672,False
51,43,3705,False
51,44,3719,False
51,45,5043,False
52,0,5053,False
52,1,5139,False
52,2,5128,False
52,3,5021,False
52,4,5128,False
52,5,5926,False
52,6,5907,False
52,7,3784,False
52,8,3739,False
52,9,5059,False
52,10,5050,False
52,11,5176,False
52,12,5683,False
52,13,5533,False
52,14,8223,True
52,15,3663,False
52,16,5740,False
52,17,5267,False
52,18,5783,False
52,19,5223,False
52,20,5201,False
52,21,5224,False
52,22,5063,False
52,23,5002,False
52,24,3240,False
52,25,5214,False
52,26,5086,False
52,27,5167,False
52,28,5222,False
52,29,5334,False
52,30,3611,False
52,31,5543,False
52,32,5226,False
52,33,5095,False
52,34,5075,False
52,35,5069,False
52,36,5768,False
52,37,5115,False
52,38,5135,False
52,39,5243,False
52,40,4517,False
52,41,3757,False
52,42,3765,False
52,43,3813,False
52,44,3824,False
52,45,5132,False
53,0,5133,False
53,1,5229,False
53,2,5217,False
53,3,5111,False
53,4,5218,False
53,5,6021,False
53,6,6013,False
53,7,3887,False
53,8,3845,False
53,9,5151,False
53,10,5143,False
53,11,5268,False
53,12,5775,False
53,13,5625,False
53,14,8374,True
53,15,3762,False
53,16,5856,False
53,17,5354,False
53,18,5894,False
53,19,5315,False
53,20,5293,False
53,21,5313,False
53,22,5155,False
53,23,5093,False
53,24,3295,False
53,25,5306,False
53,26,5168,False
53,27,5257,False
53,28,5314,False
53,29,5418,False
53,30,3699,False
53,31,5635,False
53,32,5323,False
53,33,5178,False
53,34,5160,False
53,35,5158,False
53,36,5875,False
53,37,5198,False
53,38,5225,False
53,39,5335,False
53,40,4571,False
53,41,3842,False
53,42,3850,False
53,43,3921,False
53,44,3936,False
53,45,5226,False
54,0,5224,False
54,1,5318,False
54,2,5307,False
54,3,5201,False
54,4,5308,False
54,5,6132,False
54,6,6114,False
54,7,3983,False
54,8,3935,False
54,9,5253,False
54,10,5234,False
54,11,5360,False
54,12,5883,False
54,13,5730,False
54,14,8523,True
54,15,3868,False
54,16,5956,False
54,17,5454,False
54,18,5992,False
54,19,5407,False
54,20,5385,False
54,21,5393,False
54,22,5255,False
54,23,5182,False
54,24,3349,False
54,25,5398,False
54,26,5251,False
54,27,5349,False
54,28,5406,False
54,29,5508,False
54,30,3787,False
54,31,5727,False
54,32,5417,False
54,33,5275,False
54,34,5250,False
54,35,5245,False
54,36,5972,False
54,37,5282,False
54,38,5315,False
54,39,5427,False
54,40,4659,False
54,41,3950,False
54,42,3949,False
54,43,4016,False
54,44,4037,False
54,45,5317,False
55,0,5305,False
55,1,5408,False
55,2,5397,False
55,3,5287,False
55,4,5398,False
55,5,6231,False
55,6,6223,False
55,7,4073,False
55,8,4026,False
55,9,5342,False
55,10,5324,False
55,11,5452,False
55,12,5993,False
55,13,5831,False
55,14,8674,True
55,15,3957,False
55,16,6064,False
55,17,5553,False
55,18,6098,False
55,19,5499,False
55,20,5477,False
55,21,5487,False
55,22,5340,False
55,23,5275,False
55,24,3403,False
55,25,5490,False
55,26,5344,False
55,27,5441,False
55,28,5498,False
55,29,5595,False
55,30,3873,False
55,31,5823,False
55,32,5512,False
55,33,5359,False
55,34,5336,False
55,35,5333,False
55,36,6078,False
55,37,5362,False
55,38,5405,False
55,39,5519,False
55,40,4748,False
55,41,4035,False
55,42,4037,False
55,43,4126,False
55,44,4137,False
55,45,5410,False
56,0,5400,False
56,1,5498,False
56,2,5487,False
56,3,5375,False
56,4,5488,False
56,5,6339,False
56,6,6326,False
56,7,4163,False
56,8,4116,False
56,9,5426,False
56,10,5416,False
56,11,5544,False
56,12,6089,False
56,13,5940,False
56,14,8823,True
56,15,4042,False
56,16,6169,False
56,17,5642,False
56,18,6210,False
56,19,5591,False
56,20,5569,False
56,21,5589,False
56,22,5428,False
56,23,5374,False
56,24,3457,False
56,25,5582,False
56,26,5436,False
56,27,5533,False
56,28,5590,False
56,29,5696,False
56,30,3963,False
56,31,5927,False
56,32,5603,False
56,33,5444,False
56,34,5422,False
56,35,5421,False
56,36,6175,False
56,37,5456,False
56,38,5495,False
56,39,5611,False
56,40,4834,False
56,41,4135,False
56,42,4137,False
56,43,4224,False
56,44,4245,False
56,45,5508,False
57,0,5501,False
57,1,5588,False
57,2,5577,False
57,3,5460,False
57,4,5578,False
57,5,6445,False
57,6,6434,False
57,7,4253,False
57,8,4208,False
57,9,5518,False
57,10,5507,False
57,11,5634,False
57,12,6195,False
57,13,6027,False
57,14,8972,True
57,15,4152,False
57,16,6264,False
57,17,5745,False
57,18,6322,False
57,19,5682,False
57,20,5661,False
57,21,5674,False
57,22,5523,False
57,23,5471,False
57,24,3511,False
57,25,5674,False
57,26,5522,False
57,27,5625,False
57,28,5682,False
57,29,5789,False
57,30,4051,False
57,31,6015,False
57,32,5689,False
57,33,5530,False
57,34,5509,False
57,35,5511,False
57,36,6267,False
57,37,5537,False
57,38,5585,False
57,39,5703,False
57,40,4923,False
57,41,4232,False
57,42,4232,False
57,43,4326,False
57,44,4332,False
57,45,5601,False
58,0,5588,False
58,1,5677,False
58,2,5667,False
58,3,5548,False
58,4,5668,False
58,5,6554,False
58,6,6540,False
58,7,4348,False
58,8,4305,False
58,9,5610,False
58,10,5591,False
58,11,5726,False
58,12,6295,False
58,13,6121,False
58,14,9121,True
58,15,4258,False
58,16,6374,False
58,17,5833,False
58,18,6434,False
58,19,5774,False
58,20,5753,False
58,21,5771,False
58,22,5604,False
58,23,5561,False
58,24,3564,False
58,25,5766,False
58,26,5615,False
58,27,5717,False
58,28,5774,False
58,29,5870,False
58,30,4139,False
58,31,6112,False
58,32,5782,False
58,33,5623,False
58,34,5599,False
58,35,5601,False
58,36,6361,False
58,37,5622,False
58,38,5675,False
58,39,5795,False
58,40,5014,False
58,41,4331,False
58,42,4329,False
58,43,4420,False
58,44,4423,False
58,45,5695,False
59,0,5674,False
59,1,5767,False
59,2,5757,False
59,3,5639,False
59,4,5758,False
59,5,6666,False
59,6,6643,False
59,7,4449,False
59,8,4396,False
59,9,5697,False
59,10,5681,False
59,11,5816,False
59,12,6386,False
59,13,6213,False
59,14,9270,True
59,15,4351,False
59,16,6475,False
59,17,5928,False
59,18,6540,False
59,19,5865,False
59,20,5845,False
59,21,5871,False
59,22,5689,False
59,23,5649,False
59,24,3618,False
59,25,5858,False
59,26,5707,False
59,27,5809,False
59,28,5866,False
59,29,5962,False
59,30,4226,False
59,31,6205,False
59,32,5867,False
59,33,5715,False
59,34,5689,False
59,35,5689,False
59,36,6451,False
59,37,5705,False
59,38,5765,False
59,39,5887,False
59,40,5068,False
59,41,4419,False
59,42,4432,False
59,43,4521,False
59,44,4531,False
59,45,5776,False
